Geo Point;Geo Shape;codeunique;nom_long;nom_so_gar;nom_su_gar;id_ref_ZdC;nom_ZdC;id_ref_ZdA;nom_ZdA;idrefliga;idrefligc;res_com;mode_;train;rer;metro;tramway;val;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y
48.88343001289134, 2.327228335720636;"{""coordinates"": [2.327228335720636, 48.88343001289134], ""type"": ""Point""}";114065;Place de Clichy;;;71435;Place de Clichy;44372;Place de Clichy;A01535 / A01546;C01372 / C01383;METRO 2 / METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650662.241;6865033.8723
48.849064562540384, 2.297916591840311;"{""coordinates"": [2.297916591840311, 48.849064562540384], ""type"": ""Point""}";106071;La Motte Picquet-Grenelle;;;71199;La Motte Picquet - Grenelle;43566;La Motte Picquet - Grenelle;A01539 / A01541 / A01543;C01376 / C01378 / C01380;METRO 6 / METRO 8 / METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648478.7415;6861231.437
48.857103256292156, 2.368184109510193;"{""coordinates"": [2.368184109510193, 48.857103256292156], ""type"": ""Point""}";108057;Chemin Vert;;;73622;Chemin Vert;45097;Chemin Vert;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653642.2459;6862081.7145
48.83173796343587, 2.237436786980606;"{""coordinates"": [2.237436786980606, 48.83173796343587], ""type"": ""Point""}";109023;Billancourt;;;71034;Billancourt;42334;Billancourt;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;644022.0556;6859346.0848
48.88813847667783, 2.249792769009765;"{""coordinates"": [2.249792769009765, 48.88813847667783], ""type"": ""Point""}";101079;Esplanade de la Défense;;;71485;Esplanade de La Défense;42962;Esplanade de La Défense;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;644988.6344;6865608.5883
48.809703996598586, 2.317449187923372;"{""coordinates"": [2.317449187923372, 48.809703996598586], ""type"": ""Point""}";117090;Barbara;;;70441;Barbara;483278;Barbara;A01537;C01374;METRO 4;METRO;0;0;0;0;0;0;0;0;0;0;RATP;1;0;649874.2426;6856842.4412
48.85105028137978, 2.3442733454213514;"{""coordinates"": [2.344273345421351, 48.85105028137978], ""type"": ""Point""}";110060;Cluny-La Sorbonne;;;73620;Cluny La Sorbonne;44877;Saint-Michel Notre-Dame;A01543;C01380;METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651882.3097;6861422.9819
48.87380673292813, 2.3269998588808716;"{""coordinates"": [2.326999858880872, 48.87380673292813], ""type"": ""Point""}";103061;Havre-Caumartin;;;73688;Gare Saint-Lazare;58718;Haussmann Saint-Lazare;A01536 / A01542;C01373 / C01379;METRO 3 / METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650636.3658;6863963.9719
48.86628580364943, 2.322943412243541;"{""coordinates"": [2.322943412243541, 48.86628580364943], ""type"": ""Point""}";101061;Concorde;;;71298;Concorde;45676;Concorde;A01534 / A01541 / A01545;C01371 / C01378 / C01382;METRO 1 / METRO 8 / METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650331.6676;6863130.2462
48.87202380856601, 2.3005604512487965;"{""coordinates"": [2.300560451248796, 48.87202380856601], ""type"": ""Point""}";101067;George V;;;71328;George V;43283;George V;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648695.3653;6863782.5778
48.875336841182126, 2.2901275088247;"{""coordinates"": [2.2901275088247, 48.875336841182126], ""type"": ""Point""}";101071;Argentine;;;71348;Argentine;42213;Argentine;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;647933.4302;6864157.7905
48.86428575771083, 2.3797418931775534;"{""coordinates"": [2.379741893177553, 48.86428575771083], ""type"": ""Point""}";103041;Saint-Maur;;;71795;Rue Saint-Maur;45194;Rue Saint-Maur;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654496.5224;6862873.6278
48.867513024064, 2.346552336353211;"{""coordinates"": [2.346552336353211, 48.867513024064], ""type"": ""Point""}";103053;Sentier;;;73634;Sentier;44825;Sentier;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652064.6885;6863252.1122
48.883809200299005, 2.3046744405283954;"{""coordinates"": [2.304674440528395, 48.883809200299005], ""type"": ""Point""}";103071;Wagram;;;71423;Wagram;45508;Wagram;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649008.6628;6865090.3639
48.89208278504046, 2.2850095027461945;"{""coordinates"": [2.285009502746195, 48.89208278504046], ""type"": ""Point""}";103079;Anatole France;;;71519;Anatole France;42195;Anatole France;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;647574.9141;6866023.2122
48.859873620731115, 2.3719139787596704;"{""coordinates"": [2.37191397875967, 48.859873620731115], ""type"": ""Point""}";105067;Richard Lenoir;;;73648;Richard Lenoir;44641;Richard Lenoir;A01538;C01375;METRO 5;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653918.3593;6862387.5727
48.85272511834309, 2.406089163241689;"{""coordinates"": [2.406089163241689, 48.85272511834309], ""type"": ""Point""}";109085;Maraîchers;;;71703;Maraîchers;44072;Maraîchers;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656419.7093;6861573.3159
48.8471310072617, 2.2727637533161587;"{""coordinates"": [2.272763753316159, 48.8471310072617], ""type"": ""Point""}";110039;Mirabeau;;;71162;Mirabeau;45430;Mirabeau;A01543;C01380;METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;646631.0122;6861033.1517
48.84699703040198, 2.295019130476361;"{""coordinates"": [2.295019130476361, 48.84699703040198], ""type"": ""Point""}";110045;Avenue Émile Zola;;;71158;Avenue Émile Zola;42265;Avenue Émile Zola;A01543;C01380;METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648264.0691;6861003.4431
48.85137882881257, 2.3269352447531615;"{""coordinates"": [2.326935244753161, 48.85137882881257], ""type"": ""Point""}";110055;Sèvres-Babylone;;;71203;Sèvres Babylone;44828;Sèvres Babylone;A01543 / A01545;C01380 / C01382;METRO 10 / METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650610.3693;6861470.2183
48.846656850315505, 2.351623256378512;"{""coordinates"": [2.351623256378512, 48.846656850315505], ""type"": ""Point""}";110063;Cardinal Lemoine;;;71153;Cardinal Lemoine;42435;Cardinal Lemoine;A01543;C01380;METRO 10;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652417.6279;6860930.0204
48.87976125306282, 2.416479643671439;"{""coordinates"": [2.416479643671439, 48.87976125306282], ""type"": ""Point""}";111033;Mairie des Lilas;;;71909;Mairie des Lilas;44055;Mairie des Lilas;A01544;C01381;METRO 11;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;657204.3492;6864573.8589
48.86995751176857, 2.3710948397312004;"{""coordinates"": [2.3710948397312, 48.86995751176857], ""type"": ""Point""}";111047;Goncourt;Hôpital Saint-Louis;;71840;Goncourt;43298;Goncourt;A01544;C01381;METRO 11;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653867.1922;6863509.3023
48.84292061815004, 2.3126070496498645;"{""coordinates"": [2.312607049649865, 48.84292061815004], ""type"": ""Point""}";112043;Pasteur;;;71125;Pasteur;44273;Pasteur;A01539 / A01545;C01376 / C01382;METRO 6 / METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649550.8024;6860538.8085
48.876047495071, 2.337495844533764;"{""coordinates"": [2.337495844533764, 48.876047495071], ""type"": ""Point""}";112069;Notre-Dame-de-Lorette;;;71350;Notre-Dame-de-Lorette;44210;Notre-Dame-de-Lorette;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651408.3042;6864206.6184
48.83333855831707, 2.3866324020669847;"{""coordinates"": [2.386632402066985, 48.83333855831707], ""type"": ""Point""}";114001;Cour Saint-Émilion;;;71576;Cour Saint-Emilion;45234;Cour Saint-Emilion;A01547;C01384;METRO 14;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;654975.2848;6859428.6327
48.815307531164876, 2.297077796960861;"{""coordinates"": [2.297077796960861, 48.815307531164876], ""type"": ""Point""}";114035;Malakoff - Rue Étienne Dolet;;;70562;Malakoff - Étienne Dolet;44069;Malakoff Rue Étienne Dolet;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648383.7761;6857478.6019
48.83863164620189, 2.3224917484505485;"{""coordinates"": [2.322491748450549, 48.83863164620189], ""type"": ""Point""}";114045;Gaîté;;;73675;Gaîté;43046;Gaîté;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650272.1512;6860055.6506
48.919007554283056, 2.342608014423155;"{""coordinates"": [2.342608014423155, 48.919007554283056], ""type"": ""Point""}";114077;Carrefour Pleyel;;;72217;Carrefour Pleyel;42447;Carrefour Pleyel;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651823.021;6868980.4409
48.945867271208414, 2.364636482504226;"{""coordinates"": [2.364636482504226, 48.945867271208414], ""type"": ""Point""}";114082;Saint-Denis - Université;;;72358;Saint-Denis Université (Paris 8);44860;Saint-Denis - Université;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;653461.3754;6871954.0026
48.83099530036978, 2.3558348979655515;"{""coordinates"": [2.355834897965551, 48.83099530036978], ""type"": ""Point""}";105081;Place d'Italie;;;71033;Place d'Italie - Italie 2;44371;Place d'Italie;A01538 / A01539 / A01540;C01375 / C01376 / C01377;METRO 5 / METRO 6 / METRO 7;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;652712.494;6859186.0902
48.839567197402936, 2.395952926588724;"{""coordinates"": [2.395952926588724, 48.839567197402936], ""type"": ""Point""}";106037;Daumesnil;;;71614;Daumesnil;45229;Daumesnil;A01539 / A01541;C01376 / C01378;METRO 6 / METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655664.7496;6860115.9193
48.83290081473319, 2.3371351947060393;"{""coordinates"": [2.337135194706039, 48.83290081473319], ""type"": ""Point""}";106055;Saint-Jacques;;;71041;Saint-Jacques;45315;Saint-Jacques;A01539;C01376;METRO 6;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651341.5782;6859409.3228
48.85043454986139, 2.2936124344381383;"{""coordinates"": [2.293612434438138, 48.85043454986139], ""type"": ""Point""}";106073;Dupleix;;;71197;Dupleix;42871;Dupleix;A01539;C01376;METRO 6;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;648164.259;6861386.5827
48.81052080334999, 2.3842896009608205;"{""coordinates"": [2.384289600960821, 48.81052080334999], ""type"": ""Point""}";107091;Mairie d'Ivry;;;70488;Mairie d'Ivry;44051;Mairie d'Ivry;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;654783.53;6856892.9064
48.79648308361576, 2.368269540049694;"{""coordinates"": [2.368269540049694, 48.79648308361576], ""type"": ""Point""}";107099;Villejuif Paul Vaillant-Couturier;;;70248;Paul Vaillant Couturier;58471;Paul Vaillant Couturier;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653594.5881;6855341.3988
48.837117006060936, 2.4023331659174434;"{""coordinates"": [2.402333165917443, 48.837117006060936], ""type"": ""Point""}";108071;Michel Bizot;;;71595;Michel Bizot;44140;Michel Bizot;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656130.969;6859839.9191
48.78992046595464, 2.4505115282905896;"{""coordinates"": [2.45051152829059, 48.78992046595464], ""type"": ""Point""}";108089;Créteil-Université;;;70172;Créteil Université;42779;Créteil Université;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;659630.7057;6854566.5406
48.837961212602465, 2.2571222298454368;"{""coordinates"": [2.257122229845437, 48.837961212602465], ""type"": ""Point""}";109027;Porte de Saint-Cloud;Parc des Princes;;71084;Porte de Saint-Cloud;44524;Porte de Saint-Cloud;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;645473.5838;6860024.2597
48.923103778731836, 2.2862795775297817;"{""coordinates"": [2.286279577529782, 48.923103778731836], ""type"": ""Point""}";113077;Les Agnettes;;;72240;Les Agnettes;43693;Les Agnettes;A01546;C01383;METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;647699.216;6869471.7685
48.818676408977936, 2.3197403132985555;"{""coordinates"": [2.319740313298555, 48.818676408977936], ""type"": ""Point""}";104080;Mairie de Montrouge;;;70586;Mairie de Montrouge;45904;Mairie de Montrouge;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;1;650051.0907;6857838.6019
48.90656714504601, 2.365920319400959;"{""coordinates"": [2.365920319400959, 48.90656714504601], ""type"": ""Point""}";117040;Front Populaire;;Aubervilliers;74041;Front Populaire;58497;Front Populaire;A01545;C01382;METRO 12;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;1;653520.3175;6867583.1321
48.86116886455333, 2.3672108664117073;"{""coordinates"": [2.367210866411707, 48.86116886455333], ""type"": ""Point""}";108055;Saint-Sébastien-Froissart;;;71777;Saint-Sébastien Froissart;45208;Saint-Sébastien Froissart;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653574.4612;6862534.3482
48.8464230763525, 2.418759786698671;"{""coordinates"": [2.418759786698671, 48.8464230763525], ""type"": ""Point""}";101037;Saint-Mandé;;;71647;Saint-Mandé;47247;Saint-Mandé;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;657344.2856;6860865.6652
48.85107136943748, 2.330700709954214;"{""coordinates"": [2.330700709954214, 48.85107136943748], ""type"": ""Point""}";104063;Saint-Sulpice;;;71202;Saint-Sulpice;45120;Saint-Sulpice;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650886.3835;6861433.6831
48.89122859318202, 2.4023521466177016;"{""coordinates"": [2.402352146617702, 48.89122859318202], ""type"": ""Point""}";105045;Hoche;;;72004;Hoche;43364;Hoche;A01538;C01375;METRO 5;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656177.9028;6865856.7162
48.858553826324005, 2.3422327579938407;"{""coordinates"": [2.342232757993841, 48.858553826324005], ""type"": ""Point""}";107061;Pont Neuf;La Monnaie;;71253;Pont Neuf;44491;Pont Neuf;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651739.5236;6862258.5538
48.82642600994104, 2.3572456507586854;"{""coordinates"": [2.357245650758685, 48.82642600994104], ""type"": ""Point""}";107079;Tolbiac;;;71001;Tolbiac;43411;Tolbiac;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652811.918;6858677.1935
48.844065596373376, 2.3904821339803877;"{""coordinates"": [2.390482133980388, 48.844065596373376], ""type"": ""Point""}";108067;Montgallet;;;71631;Montgallet;44160;Montgallet;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655267.0787;6860619.1829
48.864343777799434, 2.3301298771128605;"{""coordinates"": [2.33012987711286, 48.864343777799434], ""type"": ""Point""}";101059;Tuileries;;;71284;Tuileries;45664;Tuileries;A01534;C01371;METRO 1;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650857.0163;6862909.8123
48.86779973352096, 2.3138819376821593;"{""coordinates"": [2.313881937682159, 48.86779973352096], ""type"": ""Point""}";101063;Champs-Élysées – Clemenceau;Grand Palais;;71305;Champs-Élysées Clemenceau;42531;Champs-Élysées Clemenceau;A01534 / A01546;C01371 / C01383;METRO 1 / METRO 13;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649668.4044;6863304.3208
48.89715409503059, 2.2804138122108455;"{""coordinates"": [2.280413812210845, 48.89715409503059], ""type"": ""Point""}";103081;Pont de Levallois;Bécon;;72057;Pont de Levallois;473676;Pont de Levallois - Bécon;A01536;C01373;METRO 3;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;647243.0936;6866590.1736
48.91494975634199, 2.4044090887818634;"{""coordinates"": [2.404409088781863, 48.91494975634199], ""type"": ""Point""}";107027;Fort d'Aubervilliers;;;73695;Fort d'Aubervilliers;47891;Fort d'Aubervilliers;A01540;C01377;METRO 7;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656348.6196;6868493.288
48.803355235210496, 2.44557409967822;"{""coordinates"": [2.44557409967822, 48.803355235210496], ""type"": ""Point""}";108085;Maisons-Alfort-Les Juilliottes;;;70358;Maisons-Alfort Les Juilliottes;44067;Maisons-Alfort Les Juilliottes;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;659278.4618;6856062.8389
48.85190531802241, 2.3979973148307456;"{""coordinates"": [2.397997314830746, 48.85190531802241], ""type"": ""Point""}";102035;Avron;;;71697;Buzenval / Avron;42271;Avron;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;655825.258;6861486.6576
48.88032518553965, 2.3087738359558063;"{""coordinates"": [2.308773835955806, 48.88032518553965], ""type"": ""Point""}";102074;Monceau;;;73671;Monceau;44146;Monceau;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;649305.8908;6864700.3253
48.87262083899373, 2.3561539474503386;"{""coordinates"": [2.356153947450339, 48.87262083899373], ""type"": ""Point""}";104043;Château d'Eau;;;71333;Château d'Eau / Mairie du 10e;42579;Château d'Eau;A01537;C01374;METRO 4;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;652773.6544;6863814.2778
48.85343696136713, 2.3687365726261684;"{""coordinates"": [2.368736572626168, 48.85343696136713], ""type"": ""Point""}";105071;Bastille;;;463564;Bastille;42288;Bastille;A01534 / A01538 / A01541;C01371 / C01375 / C01378;METRO 1 / METRO 5 / METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653679.5214;6861673.7301
48.87447567571325, 2.322001788877925;"{""coordinates"": [2.322001788877925, 48.87447567571325], ""type"": ""Point""}";109055;Saint-Augustin;;;73690;Saint-Augustin;44857;Saint-Augustin;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;650270.4119;6864041.4896
48.85197520839108, 2.401927284511546;"{""coordinates"": [2.401927284511546, 48.85197520839108], ""type"": ""Point""}";109083;Buzenval;;;479928;Buzenval / Avron;42410;Buzenval;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;656113.6911;6861492.2374
48.871256545007405, 2.344561060662729;"{""coordinates"": [2.344561060662729, 48.871256545007405], ""type"": ""Point""}";108045;Grands Boulevards;Rue Montmartre;;71326;Grands Boulevards;43310;Grands Boulevards;A01541 / A01542;C01378 / C01379;METRO 8 / METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;651922.072;6863669.5742
48.7966821340621, 2.449412805145807;"{""coordinates"": [2.449412805145807, 48.7966821340621], ""type"": ""Point""}";108087;Créteil–L’Échat;Hôpital Henri Mondor;;70269;Créteil L'Échat;45712;Créteil L'Échat;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;659555.2293;6855318.906
48.76881073327119, 2.4642800705433565;"{""coordinates"": [2.464280070543357, 48.76881073327119], ""type"": ""Point""}";108092;Créteil - Pointe du Lac;;;69884;Pointe du Lac;44453;Pointe du Lac;A01541;C01378;METRO 8;METRO;0;0;1;0;0;0;0;1;0;0;RATP;1;0;660626.3001;6852212.5077
48.88439967613092, 2.360399500808731;"{""coordinates"": [2.360399500808731, 48.88439967613092], ""type"": ""Point""}";102055;La Chapelle;;;71434;La Chapelle;43524;La Chapelle;A01535;C01372;METRO 2;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653095.6696;6865121.4779
48.88273813184986, 2.3701223122811044;"{""coordinates"": [2.370122312281104, 48.88273813184986], ""type"": ""Point""}";117039;Jaurès;;;71940;Jaurès;43425;Jaurès;A01535 / A01538 / A01550;C01372 / C01375 / C01387;METRO 2 / METRO 5 / METRO 7bis;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;653807.1912;6864930.9923
48.842412769424165, 2.2596084727525714;"{""coordinates"": [2.259608472752571, 48.842412769424165], ""type"": ""Point""}";109029;Exelmans;;;71124;Exelmans;42977;Exelmans;A01542;C01379;METRO 9;METRO;0;0;1;0;0;0;0;0;0;0;RATP;1;0;645660.7071;6860517.5076
